Timestamp,Location,Latitude,Longitude,Traffic Volume,Avg Speed (km/h),Weather,Rain(mm),Accident,Event,Public Transport Density,Congestion Level
2026-05-20 01:10,DND Flyway,28.5942,77.3053,818,5,Heavy Rain,6,No,No,88,Very High
2026-05-20 01:20,India Gate,28.6129,77.2295,304,50,Fog,0,No,No,52,Low
2026-05-20 01:30,India Gate,28.6129,77.2295,108,36,Heavy Rain,12,Yes,Yes,76,Medium
2026-05-20 01:40,IGI Airport T3,28.5562,77.1,507,25,Heavy Rain,12,No,No,54,Medium
2026-05-20 01:50,Karol Bagh,28.6519,77.1909,637,5,Rain,16,Yes,No,39,Very High
2026-05-20 02:00,Lajpat Nagar,28.5677,77.243,240,54,Fog,0,No,No,18,Low
2026-05-20 02:10,Dwarka Sector 21,28.5511,77.0565,109,63,Clear,0,No,No,96,Low
2026-05-20 02:20,Lajpat Nagar,28.5677,77.243,869,5,Rain,18,No,No,97,Very High
2026-05-20 02:30,Pari Chowk,28.4671,77.503,111,63,Cloudy,0,No,Yes,94,Low
2026-05-20 02:40,Botanical Garden,28.5636,77.334,96,64,Clear,0,No,No,37,Low
2026-05-20 02:50,MG Road Gurgaon,28.4794,77.0806,163,45,Fog,0,Yes,No,84,Low
2026-05-20 03:00,Sector 62 Noida,28.628,77.3649,212,44,Rain,12,No,Yes,87,Low
2026-05-20 03:10,Dwarka Sector 21,28.5511,77.0565,581,32,Clear,0,No,No,17,Medium
2026-05-20 03:20,MG Road Gurgaon,28.4794,77.0806,80,65,Fog,0,No,No,97,Low
2026-05-20 03:30,Lajpat Nagar,28.5677,77.243,756,5,Cloudy,0,Yes,Yes,33,Very High
2026-05-20 03:40,Greater Noida West,28.59,77.43,125,62,Cloudy,0,No,No,78,Low
2026-05-20 03:50,India Gate,28.6129,77.2295,184,58,Cloudy,0,No,Yes,73,Low
2026-05-20 04:00,Botanical Garden,28.5636,77.334,387,33,Rain,11,No,No,28,Medium
2026-05-20 04:10,Dwarka Sector 21,28.5511,77.0565,272,37,Clear,0,Yes,No,65,Medium
2026-05-20 04:20,Akshardham Route,28.6127,77.2773,825,5,Heavy Rain,13,No,Yes,16,Very High
2026-05-20 04:30,Botanical Garden,28.5636,77.334,405,31,Heavy Rain,10,No,No,12,Medium
2026-05-20 04:40,MG Road Gurgaon,28.4794,77.0806,658,12,Fog,0,Yes,No,44,Very High
2026-05-20 04:50,Akshardham Route,28.6127,77.2773,722,22,Clear,0,No,Yes,77,Very High
2026-05-20 05:00,Akshardham Route,28.6127,77.2773,598,19,Rain,17,No,Yes,39,High
2026-05-20 05:10,Connaught Place,28.6315,77.2167,804,5,Cloudy,0,Yes,Yes,90,Very High
2026-05-20 05:20,Akshardham Route,28.6127,77.2773,833,15,Cloudy,0,No,No,64,Very High
2026-05-20 05:30,India Gate,28.6129,77.2295,551,19,Clear,0,Yes,No,18,High
2026-05-20 05:40,Karol Bagh,28.6519,77.1909,94,52,Heavy Rain,7,No,Yes,49,Low
2026-05-20 05:50,DND Flyway,28.5942,77.3053,615,29,Fog,0,No,Yes,48,Medium
2026-05-20 06:00,Lajpat Nagar,28.5677,77.243,185,31,Rain,3,Yes,Yes,24,Medium
2026-05-20 06:10,Connaught Place,28.6315,77.2167,872,12,Fog,0,No,Yes,29,Very High
2026-05-20 06:20,MG Road Gurgaon,28.4794,77.0806,459,40,Cloudy,0,No,No,31,Low
2026-05-20 06:30,India Gate,28.6129,77.2295,557,33,Cloudy,0,No,No,34,Medium
2026-05-20 06:40,IGI Airport T3,28.5562,77.1,873,5,Rain,2,No,No,18,Very High
2026-05-20 06:50,Connaught Place,28.6315,77.2167,570,5,Rain,6,Yes,No,96,Very High
2026-05-20 07:00,Pari Chowk,28.4671,77.503,871,5,Clear,0,Yes,No,52,Very High
2026-05-20 07:10,Pari Chowk,28.4671,77.503,255,38,Clear,0,Yes,No,98,Medium
2026-05-20 07:20,Vaishali Ghaziabad,28.646,77.339,671,26,Fog,0,No,No,45,Medium
2026-05-20 07:30,IGI Airport T3,28.5562,77.1,114,63,Fog,0,No,No,100,Low
2026-05-20 07:40,Pari Chowk,28.4671,77.503,491,26,Rain,1,No,Yes,92,Medium
2026-05-20 07:50,Connaught Place,28.6315,77.2167,688,13,Rain,19,No,No,40,Very High
2026-05-20 08:00,Pari Chowk,28.4671,77.503,303,50,Cloudy,0,No,Yes,79,Low
2026-05-20 08:10,DND Flyway,28.5942,77.3053,177,32,Rain,14,Yes,No,52,Medium
2026-05-20 08:20,MG Road Gurgaon,28.4794,77.0806,200,57,Cloudy,0,No,Yes,43,Low
2026-05-20 08:30,Dwarka Sector 21,28.5511,77.0565,324,49,Clear,0,No,Yes,53,Low
2026-05-20 08:40,IGI Airport T3,28.5562,77.1,143,61,Fog,0,No,Yes,35,Low
2026-05-20 08:50,IGI Airport T3,28.5562,77.1,402,44,Clear,0,No,No,17,Low
2026-05-20 09:00,Lajpat Nagar,28.5677,77.243,827,15,Fog,0,No,Yes,100,Very High
2026-05-20 09:10,Pari Chowk,28.4671,77.503,155,60,Cloudy,0,No,Yes,37,Low
2026-05-20 09:20,DND Flyway,28.5942,77.3053,564,21,Rain,9,No,No,30,High
2026-05-20 09:30,Dwarka Sector 21,28.5511,77.0565,598,5,Heavy Rain,9,Yes,Yes,58,Very High
2026-05-20 09:40,Sector 62 Noida,28.628,77.3649,670,11,Cloudy,0,Yes,Yes,90,Very High
2026-05-20 09:50,Botanical Garden,28.5636,77.334,305,35,Cloudy,0,Yes,Yes,25,Medium
2026-05-20 10:00,IGI Airport T3,28.5562,77.1,231,43,Heavy Rain,5,No,Yes,41,Low
2026-05-20 10:10,Sector 62 Noida,28.628,77.3649,325,49,Cloudy,0,No,No,46,Low
2026-05-20 10:20,Akshardham Route,28.6127,77.2773,250,54,Clear,0,No,No,33,Low
2026-05-20 10:30,Connaught Place,28.6315,77.2167,544,34,Clear,0,No,No,33,Medium
2026-05-20 10:40,IGI Airport T3,28.5562,77.1,339,36,Heavy Rain,8,No,Yes,79,Medium
2026-05-20 10:50,MG Road Gurgaon,28.4794,77.0806,505,25,Rain,11,No,No,19,Medium
2026-05-20 11:00,DND Flyway,28.5942,77.3053,367,46,Clear,0,No,No,45,Low
2026-05-20 11:10,MG Road Gurgaon,28.4794,77.0806,569,33,Fog,0,No,No,98,Medium
2026-05-20 11:20,Lajpat Nagar,28.5677,77.243,100,64,Fog,0,No,No,13,Low
2026-05-20 11:30,Lajpat Nagar,28.5677,77.243,773,19,Cloudy,0,No,No,41,Very High
2026-05-20 11:40,Dwarka Sector 21,28.5511,77.0565,306,50,Clear,0,No,No,80,Low
2026-05-20 11:50,Karol Bagh,28.6519,77.1909,865,13,Cloudy,0,No,No,86,Very High
2026-05-20 12:00,Sector 62 Noida,28.628,77.3649,314,38,Rain,12,No,No,61,Medium
2026-05-20 12:10,DND Flyway,28.5942,77.3053,350,47,Clear,0,No,No,16,Low
2026-05-20 12:20,India Gate,28.6129,77.2295,459,40,Fog,0,No,No,80,Low
2026-05-20 12:30,Sector 62 Noida,28.628,77.3649,431,27,Cloudy,0,Yes,No,75,Medium
2026-05-20 12:40,Dwarka Sector 21,28.5511,77.0565,755,20,Clear,0,No,Yes,22,Very High
2026-05-20 12:50,Dwarka Sector 21,28.5511,77.0565,52,52,Fog,0,Yes,Yes,24,Low
2026-05-20 13:00,Vaishali Ghaziabad,28.646,77.339,286,51,Fog,0,No,Yes,17,Low
2026-05-20 13:10,Pari Chowk,28.4671,77.503,854,5,Heavy Rain,1,Yes,No,69,Very High
2026-05-20 13:20,Botanical Garden,28.5636,77.334,269,53,Fog,0,No,No,40,Low
2026-05-20 13:30,Karol Bagh,28.6519,77.1909,351,35,Rain,9,No,No,52,Medium
2026-05-20 13:40,Sector 18 Noida,28.5706,77.324,403,44,Clear,0,No,Yes,81,Low
2026-05-20 13:50,Sector 18 Noida,28.5706,77.324,269,41,Rain,8,No,No,51,Low
2026-05-20 14:00,Lajpat Nagar,28.5677,77.243,427,27,Fog,0,Yes,Yes,84,Medium
2026-05-20 14:10,Lajpat Nagar,28.5677,77.243,184,58,Clear,0,No,Yes,16,Low
2026-05-20 14:20,Greater Noida West,28.59,77.43,197,57,Clear,0,No,No,37,Low
2026-05-20 14:30,DND Flyway,28.5942,77.3053,544,22,Heavy Rain,9,No,Yes,11,High
2026-05-20 14:40,Sector 62 Noida,28.628,77.3649,305,23,Heavy Rain,15,Yes,No,95,High
2026-05-20 14:50,Cyber Hub Gurgaon,28.4959,77.0882,451,25,Cloudy,0,Yes,Yes,72,Medium
2026-05-20 15:00,Greater Noida West,28.59,77.43,392,44,Clear,0,No,No,18,Low
2026-05-20 15:10,Cyber Hub Gurgaon,28.4959,77.0882,646,27,Fog,0,No,No,22,Medium
2026-05-20 15:20,Akshardham Route,28.6127,77.2773,509,10,Rain,11,Yes,No,78,Very High
2026-05-20 15:30,DND Flyway,28.5942,77.3053,354,47,Clear,0,No,Yes,28,Low
2026-05-20 15:40,Lajpat Nagar,28.5677,77.243,259,53,Clear,0,No,Yes,88,Low
2026-05-20 15:50,Sector 18 Noida,28.5706,77.324,662,14,Rain,20,No,No,50,Very High
2026-05-20 16:00,DND Flyway,28.5942,77.3053,257,53,Fog,0,No,No,21,Low
2026-05-20 16:10,Karol Bagh,28.6519,77.1909,371,46,Fog,0,No,No,20,Low
2026-05-20 16:20,IGI Airport T3,28.5562,77.1,851,5,Rain,6,No,Yes,71,Very High
2026-05-20 16:30,DND Flyway,28.5942,77.3053,370,34,Rain,17,No,No,88,Medium
2026-05-20 16:40,Sector 18 Noida,28.5706,77.324,95,64,Clear,0,No,No,17,Low
2026-05-20 16:50,Dwarka Sector 21,28.5511,77.0565,394,44,Clear,0,No,No,64,Low
2026-05-20 17:00,Botanical Garden,28.5636,77.334,696,24,Cloudy,0,No,No,94,High
2026-05-20 17:10,Connaught Place,28.6315,77.2167,785,6,Heavy Rain,3,No,No,29,Very High
2026-05-20 17:20,Greater Noida West,28.59,77.43,486,38,Clear,0,No,No,87,Medium
2026-05-20 17:30,Lajpat Nagar,28.5677,77.243,376,33,Rain,10,No,No,32,Medium
2026-05-20 17:40,Lajpat Nagar,28.5677,77.243,773,19,Clear,0,No,No,31,Very High
2026-05-20 17:50,Lajpat Nagar,28.5677,77.243,706,23,Cloudy,0,No,No,13,Very High
2026-05-20 18:00,Sector 62 Noida,28.628,77.3649,206,45,Heavy Rain,15,No,Yes,29,Low
2026-05-20 18:10,Sector 18 Noida,28.5706,77.324,729,5,Rain,10,Yes,No,82,Very High
2026-05-20 18:20,Vaishali Ghaziabad,28.646,77.339,293,51,Fog,0,No,No,42,Low
2026-05-20 18:30,Botanical Garden,28.5636,77.334,643,28,Fog,0,No,No,78,Medium
2026-05-20 18:40,Sector 62 Noida,28.628,77.3649,864,5,Fog,0,Yes,No,100,Very High
2026-05-20 18:50,India Gate,28.6129,77.2295,692,24,Fog,0,No,No,86,High
2026-05-20 19:00,Lajpat Nagar,28.5677,77.243,596,16,Fog,0,Yes,No,92,High
2026-05-20 19:10,Dwarka Sector 21,28.5511,77.0565,846,14,Fog,0,No,No,79,Very High
2026-05-20 19:20,Lajpat Nagar,28.5677,77.243,814,5,Rain,1,No,No,60,Very High
2026-05-20 19:30,Dwarka Sector 21,28.5511,77.0565,83,65,Fog,0,No,No,73,Low
2026-05-20 19:40,MG Road Gurgaon,28.4794,77.0806,112,63,Fog,0,No,No,45,Low
2026-05-20 19:50,Sector 18 Noida,28.5706,77.324,792,6,Heavy Rain,6,No,No,11,Very High
2026-05-20 20:00,Karol Bagh,28.6519,77.1909,99,64,Clear,0,No,No,29,Low
2026-05-20 20:10,IGI Airport T3,28.5562,77.1,804,5,Rain,17,No,Yes,78,Very High
2026-05-20 20:20,DND Flyway,28.5942,77.3053,245,54,Clear,0,No,Yes,47,Low
2026-05-20 20:30,IGI Airport T3,28.5562,77.1,869,5,Heavy Rain,2,No,Yes,47,Very High
2026-05-20 20:40,Cyber Hub Gurgaon,28.4959,77.0882,54,55,Rain,12,No,Yes,18,Low
2026-05-20 20:50,Sector 62 Noida,28.628,77.3649,818,5,Rain,4,Yes,No,70,Very High
2026-05-20 21:00,Botanical Garden,28.5636,77.334,310,50,Fog,0,No,No,62,Low
2026-05-20 21:10,Sector 18 Noida,28.5706,77.324,723,22,Fog,0,No,Yes,69,Very High
2026-05-20 21:20,IGI Airport T3,28.5562,77.1,841,14,Cloudy,0,No,No,18,Very High
2026-05-20 21:30,Dwarka Sector 21,28.5511,77.0565,485,26,Heavy Rain,1,No,Yes,48,Medium
2026-05-20 21:40,Connaught Place,28.6315,77.2167,499,10,Heavy Rain,18,Yes,No,65,Very High
2026-05-20 21:50,DND Flyway,28.5942,77.3053,883,12,Fog,0,No,No,70,Very High
2026-05-20 22:00,Akshardham Route,28.6127,77.2773,107,63,Clear,0,No,No,91,Low
2026-05-20 22:10,MG Road Gurgaon,28.4794,77.0806,297,36,Cloudy,0,Yes,No,75,Medium
2026-05-20 22:20,Connaught Place,28.6315,77.2167,399,32,Heavy Rain,16,No,Yes,75,Medium
2026-05-20 22:30,Dwarka Sector 21,28.5511,77.0565,620,29,Clear,0,No,No,22,Medium
2026-05-20 22:40,Vaishali Ghaziabad,28.646,77.339,856,13,Cloudy,0,No,Yes,51,Very High
2026-05-20 22:50,Botanical Garden,28.5636,77.334,555,33,Fog,0,No,No,13,Medium
2026-05-20 23:00,Connaught Place,28.6315,77.2167,182,31,Heavy Rain,14,Yes,No,64,Medium
2026-05-20 23:10,Akshardham Route,28.6127,77.2773,777,5,Fog,0,Yes,No,47,Very High
2026-05-20 23:20,Vaishali Ghaziabad,28.646,77.339,271,25,Heavy Rain,7,Yes,Yes,26,Medium
2026-05-20 23:30,DND Flyway,28.5942,77.3053,145,46,Clear,0,Yes,No,16,Low
2026-05-20 23:40,Sector 62 Noida,28.628,77.3649,485,26,Rain,4,No,No,83,Medium
2026-05-20 23:50,Sector 62 Noida,28.628,77.3649,188,43,Clear,0,Yes,Yes,19,Low
2026-05-21 00:00,Lajpat Nagar,28.5677,77.243,198,45,Heavy Rain,5,No,No,27,Low
2026-05-21 00:10,DND Flyway,28.5942,77.3053,481,26,Rain,1,No,No,24,Medium
2026-05-21 00:20,Connaught Place,28.6315,77.2167,335,33,Clear,0,Yes,No,11,Medium
2026-05-21 00:30,MG Road Gurgaon,28.4794,77.0806,850,5,Heavy Rain,5,Yes,Yes,49,Very High
2026-05-21 00:40,Sector 62 Noida,28.628,77.3649,672,26,Clear,0,No,Yes,85,Medium
2026-05-21 00:50,Botanical Garden,28.5636,77.334,697,12,Heavy Rain,1,No,No,46,Very High
2026-05-21 01:00,Dwarka Sector 21,28.5511,77.0565,249,27,Rain,3,Yes,No,43,Medium
2026-05-21 01:10,Sector 62 Noida,28.628,77.3649,201,45,Heavy Rain,5,No,No,79,Low
2026-05-21 01:20,Connaught Place,28.6315,77.2167,664,14,Rain,16,No,No,71,Very High
2026-05-21 01:30,IGI Airport T3,28.5562,77.1,814,16,Clear,0,No,Yes,11,Very High
2026-05-21 01:40,Karol Bagh,28.6519,77.1909,201,57,Fog,0,No,No,35,Low
2026-05-21 01:50,Akshardham Route,28.6127,77.2773,476,39,Clear,0,No,No,70,Medium
2026-05-21 02:00,Greater Noida West,28.59,77.43,693,9,Cloudy,0,Yes,Yes,31,Very High
2026-05-21 02:10,Cyber Hub Gurgaon,28.4959,77.0882,194,46,Rain,1,No,Yes,97,Low
2026-05-21 02:20,DND Flyway,28.5942,77.3053,795,17,Clear,0,No,Yes,11,Very High
2026-05-21 02:30,Cyber Hub Gurgaon,28.4959,77.0882,554,34,Cloudy,0,No,No,16,Medium
2026-05-21 02:40,Cyber Hub Gurgaon,28.4959,77.0882,456,40,Clear,0,No,No,65,Low
2026-05-21 02:50,DND Flyway,28.5942,77.3053,342,21,Rain,4,Yes,Yes,71,High
2026-05-21 03:00,Botanical Garden,28.5636,77.334,450,28,Heavy Rain,1,No,No,78,Medium
2026-05-21 03:10,Sector 62 Noida,28.628,77.3649,420,27,Fog,0,Yes,No,98,Medium
2026-05-21 03:20,Dwarka Sector 21,28.5511,77.0565,364,31,Clear,0,Yes,No,71,Medium
2026-05-21 03:30,Sector 62 Noida,28.628,77.3649,818,5,Rain,12,No,No,23,Very High
2026-05-21 03:40,MG Road Gurgaon,28.4794,77.0806,529,35,Fog,0,No,No,33,Medium
2026-05-21 03:50,Vaishali Ghaziabad,28.646,77.339,93,49,Cloudy,0,Yes,No,54,Low
2026-05-21 04:00,Karol Bagh,28.6519,77.1909,824,16,Clear,0,No,No,39,Very High
2026-05-21 04:10,Akshardham Route,28.6127,77.2773,791,6,Rain,20,No,Yes,99,Very High
2026-05-21 04:20,Dwarka Sector 21,28.5511,77.0565,540,34,Cloudy,0,No,No,16,Medium
2026-05-21 04:30,Connaught Place,28.6315,77.2167,404,44,Clear,0,No,No,54,Low
2026-05-21 04:40,MG Road Gurgaon,28.4794,77.0806,424,30,Rain,4,No,No,65,Medium
2026-05-21 04:50,Botanical Garden,28.5636,77.334,337,36,Rain,15,No,No,21,Medium
2026-05-21 05:00,Cyber Hub Gurgaon,28.4959,77.0882,422,15,Heavy Rain,4,Yes,Yes,70,High
2026-05-21 05:10,Vaishali Ghaziabad,28.646,77.339,888,11,Clear,0,No,No,20,Very High
2026-05-21 05:20,MG Road Gurgaon,28.4794,77.0806,459,28,Heavy Rain,3,No,No,95,Medium
2026-05-21 05:30,India Gate,28.6129,77.2295,223,56,Cloudy,0,No,No,64,Low
2026-05-21 05:40,IGI Airport T3,28.5562,77.1,312,50,Cloudy,0,No,No,35,Low
2026-05-21 05:50,Greater Noida West,28.59,77.43,667,11,Clear,0,Yes,Yes,62,Very High
2026-05-21 06:00,MG Road Gurgaon,28.4794,77.0806,273,40,Rain,9,No,No,70,Low
2026-05-21 06:10,Sector 62 Noida,28.628,77.3649,620,29,Cloudy,0,No,No,26,Medium
2026-05-21 06:20,Connaught Place,28.6315,77.2167,77,38,Rain,4,Yes,No,31,Medium
2026-05-21 06:30,Karol Bagh,28.6519,77.1909,652,27,Clear,0,No,No,60,Medium
2026-05-21 06:40,Botanical Garden,28.5636,77.334,888,5,Heavy Rain,3,Yes,No,70,Very High
2026-05-21 06:50,Pari Chowk,28.4671,77.503,471,39,Clear,0,No,No,72,Medium
2026-05-21 07:00,DND Flyway,28.5942,77.3053,313,50,Clear,0,No,No,99,Low
2026-05-21 07:10,Connaught Place,28.6315,77.2167,473,27,Rain,16,No,No,45,Medium
2026-05-21 07:20,Botanical Garden,28.5636,77.334,91,52,Rain,6,No,No,11,Low
2026-05-21 07:30,Lajpat Nagar,28.5677,77.243,440,41,Fog,0,No,Yes,20,Low
2026-05-21 07:40,Botanical Garden,28.5636,77.334,202,57,Cloudy,0,No,No,63,Low
2026-05-21 07:50,Lajpat Nagar,28.5677,77.243,67,66,Clear,0,No,Yes,99,Low
2026-05-21 08:00,Vaishali Ghaziabad,28.646,77.339,208,57,Cloudy,0,No,No,41,Low
2026-05-21 08:10,India Gate,28.6129,77.2295,727,10,Rain,9,No,No,51,Very High
2026-05-21 08:20,Karol Bagh,28.6519,77.1909,165,59,Clear,0,No,Yes,11,Low
2026-05-21 08:30,Sector 18 Noida,28.5706,77.324,290,39,Rain,17,No,No,24,Medium
2026-05-21 08:40,India Gate,28.6129,77.2295,313,38,Rain,7,No,No,30,Medium
2026-05-21 08:50,Cyber Hub Gurgaon,28.4959,77.0882,475,12,Heavy Rain,4,Yes,No,98,Very High
2026-05-21 09:00,Botanical Garden,28.5636,77.334,183,58,Fog,0,No,No,92,Low
2026-05-21 09:10,Connaught Place,28.6315,77.2167,432,42,Cloudy,0,No,No,41,Low
2026-05-21 09:20,Greater Noida West,28.59,77.43,264,41,Heavy Rain,17,No,No,81,Low
2026-05-21 09:30,IGI Airport T3,28.5562,77.1,878,5,Rain,12,Yes,No,98,Very High
2026-05-21 09:40,Connaught Place,28.6315,77.2167,153,48,Heavy Rain,19,No,Yes,90,Low
2026-05-21 09:50,Dwarka Sector 21,28.5511,77.0565,896,5,Heavy Rain,6,No,No,45,Very High
2026-05-21 10:00,Sector 18 Noida,28.5706,77.324,764,20,Cloudy,0,No,No,38,Very High
2026-05-21 10:10,Sector 62 Noida,28.628,77.3649,376,45,Clear,0,No,No,97,Low
2026-05-21 10:20,Pari Chowk,28.4671,77.503,52,67,Clear,0,No,No,55,Low
2026-05-21 10:30,Botanical Garden,28.5636,77.334,392,29,Fog,0,Yes,Yes,19,Medium
2026-05-21 10:40,Greater Noida West,28.59,77.43,223,56,Cloudy,0,No,Yes,77,Low
2026-05-21 10:50,Sector 62 Noida,28.628,77.3649,833,15,Cloudy,0,No,No,28,Very High
2026-05-21 11:00,Pari Chowk,28.4671,77.503,169,47,Heavy Rain,3,No,No,41,Low
2026-05-21 11:10,Akshardham Route,28.6127,77.2773,373,34,Heavy Rain,7,No,No,19,Medium
2026-05-21 11:20,Lajpat Nagar,28.5677,77.243,685,25,Cloudy,0,No,No,79,Medium
2026-05-21 11:30,IGI Airport T3,28.5562,77.1,491,38,Clear,0,No,No,54,Medium
2026-05-21 11:40,Connaught Place,28.6315,77.2167,526,35,Fog,0,No,No,55,Medium
2026-05-21 11:50,IGI Airport T3,28.5562,77.1,391,32,Heavy Rain,1,No,Yes,65,Medium
2026-05-21 12:00,Botanical Garden,28.5636,77.334,731,22,Clear,0,No,No,37,Very High
2026-05-21 12:10,DND Flyway,28.5942,77.3053,725,22,Clear,0,No,No,42,Very High
2026-05-21 12:20,Akshardham Route,28.6127,77.2773,276,40,Heavy Rain,16,No,No,29,Low
2026-05-21 12:30,Vaishali Ghaziabad,28.646,77.339,594,19,Rain,6,No,Yes,69,High
2026-05-21 12:40,Pari Chowk,28.4671,77.503,335,48,Cloudy,0,No,Yes,33,Low
2026-05-21 12:50,Vaishali Ghaziabad,28.646,77.339,226,43,Heavy Rain,7,No,No,90,Low
2026-05-21 13:00,Karol Bagh,28.6519,77.1909,658,15,Rain,8,No,No,67,High
2026-05-21 13:10,MG Road Gurgaon,28.4794,77.0806,200,57,Clear,0,No,No,48,Low
2026-05-21 13:20,Sector 18 Noida,28.5706,77.324,443,29,Heavy Rain,10,No,Yes,51,Medium
2026-05-21 13:30,Vaishali Ghaziabad,28.646,77.339,380,45,Cloudy,0,No,Yes,86,Low
2026-05-21 13:40,DND Flyway,28.5942,77.3053,893,5,Rain,20,Yes,No,40,Very High
2026-05-21 13:50,Akshardham Route,28.6127,77.2773,254,54,Fog,0,No,No,81,Low
2026-05-21 14:00,Karol Bagh,28.6519,77.1909,169,59,Fog,0,No,No,19,Low
2026-05-21 14:10,Greater Noida West,28.59,77.43,793,18,Cloudy,0,No,No,86,Very High
2026-05-21 14:20,Greater Noida West,28.59,77.43,161,60,Cloudy,0,No,No,14,Low
2026-05-21 14:30,Botanical Garden,28.5636,77.334,479,39,Cloudy,0,No,No,66,Medium
2026-05-21 14:40,Akshardham Route,28.6127,77.2773,95,64,Fog,0,No,No,22,Low
2026-05-21 14:50,Dwarka Sector 21,28.5511,77.0565,202,30,Heavy Rain,8,Yes,No,88,Medium
2026-05-21 15:00,Cyber Hub Gurgaon,28.4959,77.0882,853,5,Heavy Rain,5,No,No,15,Very High
2026-05-21 15:10,Akshardham Route,28.6127,77.2773,592,31,Clear,0,No,No,88,Medium
2026-05-21 15:20,DND Flyway,28.5942,77.3053,883,5,Rain,18,No,No,84,Very High
2026-05-21 15:30,Sector 18 Noida,28.5706,77.324,382,33,Rain,16,No,No,25,Medium
2026-05-21 15:40,IGI Airport T3,28.5562,77.1,888,5,Rain,10,No,No,47,Very High
2026-05-21 15:50,Greater Noida West,28.59,77.43,257,26,Rain,6,Yes,No,53,Medium
2026-05-21 16:00,Greater Noida West,28.59,77.43,668,14,Heavy Rain,11,No,No,12,Very High
2026-05-21 16:10,Dwarka Sector 21,28.5511,77.0565,746,6,Cloudy,0,Yes,No,76,Very High
2026-05-21 16:20,Sector 18 Noida,28.5706,77.324,218,56,Cloudy,0,No,No,44,Low
2026-05-21 16:30,Cyber Hub Gurgaon,28.4959,77.0882,807,5,Heavy Rain,12,No,Yes,59,Very High
2026-05-21 16:40,Sector 18 Noida,28.5706,77.324,281,52,Clear,0,No,No,99,Low
2026-05-21 16:50,Greater Noida West,28.59,77.43,287,39,Heavy Rain,8,No,No,50,Medium
2026-05-21 17:00,Sector 18 Noida,28.5706,77.324,354,47,Clear,0,No,No,28,Low
2026-05-21 17:10,Connaught Place,28.6315,77.2167,877,5,Rain,14,No,No,45,Very High
2026-05-21 17:20,Botanical Garden,28.5636,77.334,352,32,Cloudy,0,Yes,No,36,Medium
2026-05-21 17:30,Sector 18 Noida,28.5706,77.324,218,44,Heavy Rain,2,No,No,54,Low
2026-05-21 17:40,Dwarka Sector 21,28.5511,77.0565,713,23,Cloudy,0,No,No,29,Very High
2026-05-21 17:50,MG Road Gurgaon,28.4794,77.0806,144,61,Fog,0,No,No,29,Low
2026-05-21 18:00,Sector 62 Noida,28.628,77.3649,95,52,Rain,11,No,No,18,Low
2026-05-21 18:10,Akshardham Route,28.6127,77.2773,259,26,Rain,14,Yes,No,67,Medium
2026-05-21 18:20,Cyber Hub Gurgaon,28.4959,77.0882,502,22,Clear,0,Yes,No,73,High
2026-05-21 18:30,Sector 62 Noida,28.628,77.3649,554,22,Rain,9,No,No,34,High
2026-05-21 18:40,Vaishali Ghaziabad,28.646,77.339,713,5,Rain,17,Yes,No,37,Very High
2026-05-21 18:50,Pari Chowk,28.4671,77.503,88,53,Rain,18,No,No,95,Low
2026-05-21 19:00,MG Road Gurgaon,28.4794,77.0806,896,5,Rain,17,No,Yes,54,Very High
2026-05-21 19:10,Sector 62 Noida,28.628,77.3649,688,10,Clear,0,Yes,No,38,Very High
2026-05-21 19:20,Vaishali Ghaziabad,28.646,77.339,613,18,Heavy Rain,1,No,Yes,22,High
2026-05-21 19:30,Connaught Place,28.6315,77.2167,871,12,Fog,0,No,Yes,71,Very High
2026-05-21 19:40,Greater Noida West,28.59,77.43,754,20,Clear,0,No,Yes,16,Very High
2026-05-21 19:50,Akshardham Route,28.6127,77.2773,520,21,Fog,0,Yes,No,10,High
2026-05-21 20:00,DND Flyway,28.5942,77.3053,250,54,Clear,0,No,No,20,Low
2026-05-21 20:10,Pari Chowk,28.4671,77.503,666,11,Cloudy,0,Yes,Yes,97,Very High
2026-05-21 20:20,Greater Noida West,28.59,77.43,286,51,Fog,0,No,No,15,Low
2026-05-21 20:30,MG Road Gurgaon,28.4794,77.0806,115,63,Fog,0,No,No,63,Low
2026-05-21 20:40,Dwarka Sector 21,28.5511,77.0565,533,35,Cloudy,0,No,No,26,Medium
2026-05-21 20:50,MG Road Gurgaon,28.4794,77.0806,220,29,Heavy Rain,10,Yes,No,10,Medium
2026-05-21 21:00,Lajpat Nagar,28.5677,77.243,390,29,Cloudy,0,Yes,No,42,Medium
2026-05-21 21:10,Connaught Place,28.6315,77.2167,888,11,Fog,0,No,Yes,69,Very High
2026-05-21 21:20,Pari Chowk,28.4671,77.503,212,56,Fog,0,No,Yes,41,Low
2026-05-21 21:30,DND Flyway,28.5942,77.3053,878,12,Clear,0,No,Yes,29,Very High
2026-05-21 21:40,Dwarka Sector 21,28.5511,77.0565,64,39,Rain,16,Yes,No,47,Medium
2026-05-21 21:50,IGI Airport T3,28.5562,77.1,643,28,Cloudy,0,No,No,56,Medium
2026-05-21 22:00,IGI Airport T3,28.5562,77.1,789,5,Clear,0,Yes,No,11,Very High
2026-05-21 22:10,Pari Chowk,28.4671,77.503,681,25,Fog,0,No,Yes,65,Medium
2026-05-21 22:20,Vaishali Ghaziabad,28.646,77.339,899,5,Heavy Rain,7,No,No,92,Very High
